Record_#,Drug_Name,DrugBank_ID,Molecular_Weight,LogP,Hydrogen_Bond_Donors,Hydrogen_Bond_Acceptors,TPSA,Rotatable_Bonds,Drug_Class,Target_Protein_UniProt,Current_Use,Repurposed_Use,Repurposed_Category
573,Methylprednisolone,DB00959,374.48,1.8,3,5,94.83,2,Anti-Inflammatory Agents,P04150,Acquired thrombocytopenia,"acute lymphocytic leukemia; addison disease; addisonian crisis; adrenal cortical hypofunction; adrenogenital disorder; allergic rhinitis (disorder); anemia, diamond-blackfan; angioedema; ankylosing spondylitis; arthritis, gouty; arthritis, psoriatic; aspiration pneumonitis; asthma; autoimmune diseases; autoimmune hemolytic anemia; berylliosis; bursitis; cerebral edema; chronic small plaque psoriasis; congenital adrenal hyperplasia; contact dermatitis; cooley's anemia; crohn disease; dermatitis herpetiformis; dermatitis, atopic; dermatologic disorders; disorder of eye; epicondylitis; erythema multiforme; exacerbation of asthma; exanthema; exfoliative dermatitis; granuloma annulare; hay fever; hodgkin disease; humoral hypercalcemia of malignancy (disorder); inflammatory bowel diseases; laryngeal edema; lichen simplex chronicus; lupus erythematosus, discoid; lupus erythematosus, systemic; lymphoma, follicular; lymphoma, non-hodgkin; lymphoma, t-cell, cutaneous; multiple sclerosis; musculoskeletal diseases; mycosis fungoides; nephrotic syndrome; pemphigus; post traumatic osteoarthritis; pruritus ani; pruritus of genital organs; psoriasis; rheumatic heart disease; rheumatoid arthritis; rhinitis, allergic, perennial; sarcoidosis; scalp psoriasis; seborrheic dermatitis; serum sickness; simple pulmonary eosinophilia; status asthmaticus; synovitis; tendinitis; tenosynovitis; thyroiditis; transplanted organ rejection; trichinellosis; tuberculosis, miliary",Arthritis
574,Methylscopolamine bromide,DB00462,398.3,-1.93,1,4,59.06,4,Parasympatholytics,P08172; P11229; P20309,Allergic rhinitis (disorder),"common cold; coughing; irritable bowel syndrome; nasal congestion (finding); peptic ulcer; rhinitis, vasomotor; rhinorrhea",Stomach
575,Methyltestosterone,DB06710,302.46,4.27,1,2,37.3,0,"Antineoplastic Agents, Hormonal",P10275,Deficiency of testosterone biosynthesis,delayed puberty; hormone receptor positive malignant neoplasm of breast; hot flushes; testicular hypogonadism,Cancer
576,Methyprylon,DB01107,183.25,1.13,1,2,46.17,2,Hypnotics and Sedatives,P14867,Sleeplessness,,Others
577,Meticillin,DB01603,380.42,0.95,2,6,105.17,5,Anti-Bacterial Agents,P0A3M6; Q75Y35; Q7CRA4; Q8DNB6; Q8DR59,Bacterial sepsis,infection of skin and/or subcutaneous tissue; sinusitis; staphylococcal pneumonia,Ear/Nose/Throat
578,Metipranolol,DB01214,309.41,2.27,2,5,67.79,7,Antihypertensive Agents,P07550; P08588,"Glaucoma, Open-Angle",ocular hypertension,Heart
579,Metoclopramide,DB01233,299.8,2.0,2,4,67.59,7,Antiemetics,P11229; P14416; P46098; Q13639,Chemotherapy-induced nausea and vomiting,gastroesophageal reflux disease; gastroparesis due to diabetes mellitus,Diabetes
580,Metolazone,DB00524,365.84,2.71,2,4,92.5,2,Antihypertensive Agents,P55017,Hypertensive disease,renal disease with edema nos,Kidney
581,Metoprolol,DB00264,267.37,1.61,2,4,50.72,9,Antihypertensive Agents,P07550; P08588,Acute Coronary Syndrome,angina pectoris; chronic heart failure; hypertensive disease; myocardial infarction,Heart
582,Metronidazole,DB00916,171.16,0.09,1,4,81.19,3,Antiprotozoal Agents,O25608,Abdominal Abscess,"acute amebiasis; arthropathy associated with infection; bacterial vaginosis; bacterial sepsis; bacteroides empyema; brain abscess; endometritis; female genital tract infection; giardiasis; infection due to anaerobic bacteria; infection of bone; infection of skin and/or subcutaneous tissue; intraabdominal infections; liver abscess; liver abscess, amebic; lower respiratory tract infection; meningitis due to bacteroides; peritonitis; septicemia due to bacteroides; trichomonas infections; tubo-ovarian abscess",Infection
583,Metyrosine,DB00765,195.22,0.74,3,3,83.55,3,Enzyme Inhibitors,P07101,Pheochromocytoma,,Others
584,Mezlocillin,DB00948,539.59,-0.23,3,8,173.5,6,Penicillins,P0AD65; Q75Y35,Acute gonococcal cervicitis,acute gonococcal endometritis; acute gonococcal urethritis; aspiration pneumonia; bacterial infection due to klebsiella pneumoniae; bacterial sepsis; enterobacter pneumonia; genitourinary tract infection; gonorrhea; haemophilus influenzae pneumonia; infection of skin and/or subcutaneous tissue; intraabdominal infections; pneumonia due to escherichia coli; pneumonia due to pseudomonas; serratia infections; urinary tract infection,Infection
585,Micafungin,DB01141,1270.29,-3.9,16,23,510.14,18,Antifungal Agents,A2QLK4,Candidemia,candidiasis of the esophagus; septicemia candida; systemic candidiasis; candidal peritonitis,Others
586,Midodrine,DB00211,254.29,-0.19,3,5,93.81,6,Vasoconstrictor Agents,P25100; P35348; P35368,"Hypotension, Orthostatic",,Others
587,Mifepristone,DB00834,429.6,5.41,1,3,40.54,2,Hormone Antagonists,P04150; P06401,Unspecified Abortion,,Others
588,Miglitol,DB00491,207.23,-3.26,5,6,104.39,3,,O43451; P10253; Q14697; Q8TET4,"Diabetes Mellitus, Non-Insulin-Dependent",,Others
589,Miglustat,DB00419,219.28,-1.45,4,5,84.16,4,Enzyme Inhibitors,Q16739,Gaucher Disease,"niemann-pick disease, type c",Others
590,Milrinone,DB00235,211.22,1.62,1,3,69.54,1,Platelet Aggregation Inhibitors,Q14432,Decompensated cardiac failure,,Others
591,Minocycline,DB01017,457.48,0.19,5,9,164.63,3,Anti-Bacterial Agents,P01584; P09917; P0A7V8; P0A7X3; P14780; P15692; P29466; P42574; P99999,Acne Vulgaris,actinomycosis; acute gonococcal cervicitis; acute gonococcal endometritis; acute gonococcal urethritis; bartonella infections; bronchitis; brucellosis; chancroids; chlamydia trachomatis infection of genital structure; cholera; fusospirochetal pharyngitis; gingivostomatitis; gonorrhea; gonorrhea of pharynx; gonorrhea of rectum; granuloma inguinale; infection by campylobacter fetus; infection of skin and/or subcutaneous tissue; infective otitis media; listeriosis; lymphogranuloma venereum; meningococcus carrier; periodontitis; pharyngitis; plague; pneumonia; psittacosis; q fever; relapsing fever; rickettsialpox; rocky mountain spotted fever; sinusitis; syphilis; typhus; trachoma; tularemia; urinary tract infection; yaws,Ear/Nose/Throat
592,Minoxidil,DB00350,209.25,-0.13,2,5,95.11,1,Antihypertensive Agents,P23219; P48048,Alopecia,hypertensive disease,Others
593,Mirabegron,DB08893,396.52,2.77,4,6,100.27,9,"Muscle Relaxants, Genitourinary",P13945,Bladder muscle dysfunction - overactive,,Others
594,Misoprostol,DB00929,382.54,3.95,2,5,83.83,13,Oxytocics,P35408; P43115; P43116,Postpartum Hemorrhage,,Others
595,Mitiglinide,DB01252,315.41,2.97,1,2,57.61,5,Hypoglycemic Agents,P37231; Q09428,"Diabetes Mellitus, Non-Insulin-Dependent",,Others
596,Mitomycin,DB00305,334.33,-1.65,3,8,146.89,3,Nucleic Acid Synthesis Inhibitors,,Adenocarcinoma of pancreas,malignant neoplasm of stomach stage iv,Cancer
597,Mitoxantrone,DB01204,444.49,-0.14,8,10,163.18,12,Antineoplastic Agents,P11388,"Leukemia, Myelocytic, Acute","metastatic prostate carcinoma; multiple sclerosis, relapsing-remitting",Cancer
598,Moclobemide,DB01171,268.74,1.4,1,3,41.57,4,Antidepressive Agents,P21397,Depressive disorder,,Others
599,Modafinil,DB00745,273.36,2.01,1,2,60.16,5,Central Nervous System Stimulants,P35368; Q01959,Narcolepsy,,Others
600,Moexipril,DB00691,498.58,2.58,2,7,114.4,11,Angiotensin-Converting Enzyme Inhibitors,P12821; Q9BYF1,Hypertensive disease,,Others
601,Molindone,DB01618,276.38,1.96,1,3,45.33,3,Antipsychotic Agents,P08908; P11229; P14416; P28223,Schizophrenia,,Others
602,Mometasone,DB00764,427.37,3.41,2,4,74.6,2,,P04150,Allergic asthma,"allergic rhinitis (disorder); asthma; chronic small plaque psoriasis; contact dermatitis; exanthema; granuloma annulare; intrinsic asthma; lichen simplex chronicus; lupus erythematosus, discoid; lymphoma, t-cell, cutaneous; pruritus ani; pruritus of genital organs; scalp psoriasis; seborrheic dermatitis",Skin
603,Montelukast,DB00471,586.2,8.95,2,4,70.42,12,Anti-Arrhythmia Agents,P09917; Q9Y271,Allergic asthma,allergic rhinitis (disorder); intrinsic asthma,Respiratory
604,Moricizine,DB00680,427.53,4.11,1,6,71.11,5,Anti-Arrhythmia Agents,Q14524,Ventricular arrhythmia,,Others
605,Morphine,DB00295,285.34,1.2,2,4,52.93,0,"Analgesics, Opioid",P35372; P41143; P41145,Acute postoperative pain,chronic pain; diarrhea; pain; severe pain,Pain
606,Moxifloxacin,DB00218,401.44,2.37,2,5,83.8,4,Quinolones,P11388; P43700; P43702,Abdominal Abscess,"acute bacterial sinusitis; acute exacerbation of chronic bronchitis; bacterial conjunctivitis; bacterial infection due to klebsiella pneumoniae; chlamydial pneumonia; enterobacteriaceae infections; haemophilus influenzae pneumonia; infection of skin and/or subcutaneous tissue; intraabdominal infections; moraxella catarrhalis pneumonia; mycoplasma pneumonia; peritonitis; plague, septicemic; pneumonia due to klebsiella pneumoniae; pneumonia, bacterial; pneumonic plague; rhinoscleroma; staphylococcal pneumonia; staphylococcus aureus infection; streptococcal pneumonia; streptococcus pyogenes infection",Infection
607,Mupirocin,DB00410,500.63,2.59,4,8,146.05,16,Anti-Bacterial Agents,,Impetigo,,Others
608,Nabumetone,DB00461,228.29,3.37,0,2,26.3,4,Cyclooxygenase 2 Inhibitors,P23219; P35354,Degenerative polyarthritis,rheumatoid arthritis,Arthritis
609,Nadolol,DB01203,309.41,0.63,4,5,81.95,5,,P07550; P08588,Angina Pectoris,hypertensive disease,Others
610,Nafarelin,DB00666,1322.5,-1.41,17,15,472.13,33,Antiendometriotic agent,P30968,Endometriosis,precocious puberty,Others
611,Nafcillin,DB00607,414.48,2.48,2,5,95.94,5,Anti-Bacterial Agents,P0A3M6; Q75Y35; Q7CRA4; Q8DNB6; Q8DR59,Infection of bone,infection of skin and/or subcutaneous tissue; osteomyelitis due to staphylococcus aureus; sepsis due to staphylococcus aureus; staphylococcal infections; staphylococcal pneumonia; staphylococcal endocarditis; staphylococcal meningitis; staphylococcus aureus infection,Skin
612,Nalbuphine,DB00844,357.45,1.71,3,5,73.16,2,,P35372; P41143; P41145,Labor Pain,pain,Pain
613,Naloxegol,DB09049,651.79,1.86,2,12,126.77,24,,,Drug-induced constipation,,Others
614,Naloxone,DB01183,327.38,1.3,2,5,70.0,2,Narcotic Antagonists,O00206; P03372; P16220; P35372; P41143; P41145,Drug-induced constipation,opiate addiction; pain; poisoning by opiate analgesic drug,Pain
615,Naltrexone,DB00704,341.41,1.53,2,5,70.0,2,Appetite Depressants,P35372; P41143; P41145,"Alcoholic Intoxication, Chronic",chronic pain; drug-induced constipation; obesity; severe pain,Pain
616,Nandrolone decanoate,DB08804,428.66,7.18,0,3,43.37,9,Anabolic Agents,P10275,Anemia in chronic kidney disease,,Others
617,Naproxen,DB00788,230.26,3.04,1,2,46.53,3,,P23219; P35354,Ankylosing spondylitis,arthralgia; bursitis; degenerative polyarthritis; dysmenorrhea; fever; gout; headache disorders; migraine disorders; myalgia; pain; rheumatoid arthritis; rhinorrhea; sinus headache; tendinitis; toothache,Pain
618,Naratriptan,DB00952,335.47,2.07,2,3,65.2,5,Serotonin Antagonists,P08908; P28221; P28222; P30939,Migraine Disorders,,Others
619,Natamycin,DB00826,665.73,0.12,7,13,230.99,3,Macrolides,,Fungal conjunctivitis,fungal keratitis,Infection
620,Nateglinide,DB00731,317.43,3.26,2,2,66.4,6,Hypoglycemic Agents,P37231; Q09428,"Diabetes Mellitus, Non-Insulin-Dependent",,Others
621,Nebivolol,DB04861,405.44,2.36,3,5,70.95,6,Antihypertensive Agents,P07550; P08588,Hypertensive disease,,Others
622,Nedocromil,DB00716,371.35,2.48,2,5,126.81,5,Anti-Allergic Agents,P07900; P21462; Q13258; Q9NS75; Q9Y271,Allergic Conjunctivitis,asthma; itching of eye,Respiratory
623,Nelarabine,DB01280,297.27,-1.97,4,9,148.77,3,,P09884,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,precursor t-cell lymphoblastic lymphoma,Cancer
624,Nelfinavir,DB00220,567.8,4.75,4,6,101.9,9,,,HIV Infections,,Others
625,Neomycin,DB00994,614.65,-8.9,13,19,353.11,9,Aminoglycosides,P0A7S3,Bacterial keratitis,blepharoconjunctivitis; corneal abrasion; hepatic coma; hepatic encephalopathy; infective blepharitis; keratitis; otitis externa; urinary tract infection; uveitis,Urinary
626,Nevirapine,DB00238,266.3,2.65,1,4,58.12,1,Anti-HIV Agents,,HIV Infections,,Others
627,Niacin,DB00627,123.11,0.78,1,2,50.19,1,Vitamin B Complex,P40261; P49019; Q15274; Q8TDS4,Familial hypercholesterolemia - heterozygous,"hypercholesterolemia; hyperlipidemia; hyperlipidemia, familial combined; hypertriglyceridemia; vitamin deficiency",Metabolic
628,Niclosamide,DB06803,327.12,3.86,2,4,92.47,3,,,Diphyllobothriasis,teniasis,Others
629,Nicotinamide,DB02701,122.13,0.18,1,2,55.98,1,,P00338; P09874; P11439; Q10588; Q9NXA8,Acne Vulgaris,pellagra,Others
630,Nilotinib,DB04868,529.53,6.36,2,6,97.62,6,Antineoplastic Agents,P00519; P10721,"Leukemia, Myeloid, Accelerated Phase","leukemia, myeloid, chronic-phase; philadelphia chromosome positive chronic myelogenous leukemia",Cancer
631,Nilutamide,DB00665,317.22,2.45,1,4,92.55,2,Antineoplastic Agents,P10275,Metastatic Prostate Carcinoma,,Others
632,Nintedanib,DB09079,539.64,4.27,2,7,97.71,7,,,Hamman-Rich syndrome,non-small cell lung carcinoma,Cancer
633,Nitazoxanide,DB00507,307.29,2.23,1,7,111.43,4,Antiparasitic Agents,,Cryptosporidiosis,giardiasis,Others
634,Nitisinone,DB00348,329.23,2.73,0,5,94.35,3,,P32754,"Tyrosinemia, Type I",,Others
635,Nitrazepam,DB01595,281.27,2.38,1,4,84.6,2,Anti-Anxiety Agents,A8MPY1; O00591; O14764; P14867; P18505; P18507; P24046; P28472; P28476; P31644; P34903; P35498; P47869; P47870; P48169; P78334; Q16445; Q8N1C3; Q99928; Q9UN88,"Epilepsies, Myoclonic",sleeplessness,Others
636,Nitrofural,DB00336,198.14,0.19,2,5,123.76,3,Anti-Infective Agents,P06715; P07003; P61889; P77390,Escherichia coli urinary tract infection,klebsiella cystitis; urinary tract infection enterococcus,Urinary
637,Nitrofurantoin,DB00698,238.16,0.07,1,6,118.05,3,Anti-Infective Agents,P0A7R5; P17117; P52647,Escherichia coli urinary tract infection,klebsiella cystitis; urinary tract infection enterococcus,Urinary
638,Norepinephrine,DB00368,169.18,0.09,4,4,86.71,2,Vasoconstrictor Agents,P00439; P07550; P08588; P08913; P13945; P18089; P18825; P25100; P35348; P35368; P54219; Q05940,Asthma,asthma attack; bronchiectasis; bronchitis; hypotension; parkinson disease; pulmonary emphysema,Respiratory
639,Norethisterone,DB00717,298.43,3.49,1,2,37.3,0,"Contraceptives, Oral, Synthetic",P06401,Acne Vulgaris,atrophic vaginitis; atrophy of vulva; endometriosis; female hypogonadism syndrome; hot flushes; menorrhagia; metrorrhagia; secondary physiologic amenorrhea,Reproductive
640,Norfloxacin,DB01059,319.34,1.27,2,4,74.57,3,Anti-Infective Agents,P11388; P43700; P43702,Abdominal Abscess,"acute moraxella catarrhalis bronchitis; acute bacterial bronchitis; acute bacterial sinusitis; acute exacerbation of chronic bronchitis; acute gonococcal cervicitis; acute gonococcal endometritis; acute gonococcal urethritis; acute maxillary sinusitis; acute osteomyelitis; anthrax disease; arthropathy associated with infection; bacterial conjunctivitis; bacterial infection due to klebsiella pneumoniae; bacterial urinary infection; bronchitis; chancroids; chlamydial cervicitis; chlamydial pelvic inflammatory disease; chlamydial pneumonia; chlamydial urethritis; chronic bacterial prostatitis; chronic tubotympanic suppurative otitis media; cystitis; cystitis escherichia; endomyometritis; enteric campylobacteriosis; enterobacter pneumonia; enterobacteriaceae infections; escherichia coli infections; escherichia coli septicemia; escherichia coli urinary tract infection; female genital tract infection; female pelvic cellulitis; gonorrhea; gonorrhea of rectum; haemophilus influenzae pneumonia; haemophilus parainfluenzae pneumonia; infection of bone; infection of skin and/or subcutaneous tissue; infective cystitis; infective otitis externa; intraabdominal infections; klebsiella cystitis; legionella pneumophila pneumonia; lower respiratory tract infection; malignant otitis externa due to pseudomonas aeruginosa; miscarriage with sepsis; moraxella catarrhalis pneumonia; mycoplasma pneumonia; nosocomial pneumonia; otitis externa; pyelonephritis e coli; peritonitis; pneumonia; pneumonia due to escherichia coli; pneumonia due to klebsiella pneumoniae; pneumonia due to pseudomonas; pneumonia, bacterial; postnatal infection; postoperative infection; proteus pneumonia; proteus urinary tract infection; pyelonephritis; rhinoscleroma; shigella infections; staphylococcal pneumonia; staphylococcus aureus infection; streptococcal pneumonia; streptococcus pyogenes infection; traveler's diarrhea; typhoid fever; urinary tract infection citrobacter; urinary tract infection enterococcus; urinary tract infection; non-gonococcal urethritis (ngu); prostatitis",Infection
